MetalShelf_Signle,28.149,2.487,33.91653,0,1,0,-4.371139E-08
Metal_Drawer (2),13.203,1,29.145,-0.5,-0.5,-0.5,0.5
Lamp_Fluorescent_C (2),16.582,3.5,30,-0.7071068,0,0,0.7071068
CeilingLamp_Embed (7),-3.489,4,14.992,0.7071068,0,0,-0.7071068
W_6x_Window_MiniDouble (2),18,1,44,0,0.7071068,0,-0.7071068
Door_Metal_Gray,31.5,1,45,-0.5,-0.5,-0.5,0.5
Door_Metal_Gray_ParentMain,31.5,1,44.5,0,1,0,-4.371139E-08
Door_Metal_Gray_Parent,31.5,1,45,0,1,0,-4.371139E-08
W_1x (11),-16.5,9,21.5,0,0,0,1
Spotlight (28),-22.494,3.492,25.991,0.7071068,0,0,0.7071068
WaterSprinkler (6),1,4,24.5,0.7071068,0,0,-0.7071068
W_1x (4),-21,5,21.5,0,0.7071068,0,0.7071068
FolderHolder_WithFiles (1),5.624,2.3466,36.075,0.4924639,-0.5074243,-0.5074244,-0.4924639
Painting_A,3.3739,2.620446,17.04677,-0.5,-0.5,-0.5,0.5
Folder01,25.88133,1.9401,25.17418,-0.01217839,-0.122262,-0.005279503,0.9924091
FolderHolder_WithFiles,25.869,1.775,25.222,0.6991795,0.1055851,0.105585,-0.6991793
Folder02,25.8665,1.9373,25.21674,1.490116E-07,0.1644248,-5.029142E-08,-0.9863896
Keyboard (1),20.95345,1.901034,29.34032,-0.04253213,0.7058266,0.7058264,0.04253213
Pencil,-8.817222,1.8672,35.53582,0.03439686,0.03652696,-0.07872606,0.995633
W_Pilar_Large (15),-5.5,1,21.779,0,0,0,1
Folder02,-12.033,1.82,13.259,-0.6755661,-0.2088314,-0.2088313,0.6755661
W_6x (32),4.5,1,30.5,0,0.7071068,0,0.7071068
File_Papers (1),6.342,2.849012,36.081,-0.030804,0.7064356,0.7064356,0.030804
TableScreen_C_Glass (3),-9.015,1,35.049,-0.5,-0.5,-0.5,0.5
Water_Dispenser,24.16882,0.9975948,47.17102,-0.007934039,0.7070624,0.7070624,0.007934039
Water_Dispenser,24.171,1,47.188,0,-0.9999371,0,-0.01122043
Water_DispenserMUG,24.1792,1.618604,47.04389,-0.007934039,0.7070624,0.7070624,0.007934039
Couch_1seat (1),18.534,1,45.056,0.4982561,-0.5017379,-0.5017377,-0.4982563
Airventilation_3x (8),-0.5,4,1,0.7071068,0,0,-0.7071068
TableScreen_E (2),-5.5,1,17,0.5,-0.5,-0.5,-0.5
CeilingLamp_Embed (35),-17.487,7.992,22.99,0.7071068,0,0,-0.7071068
Cart,27.90708,1,33.67296,-0.7071068,0,0,0.7071068
Lamp_SquareCeiling (2),-9.5,4,18,0.7071068,0,0,-0.7071068
Box_Cardboard,28.073,1.806,33.91389,-0.7056221,0.04579833,0.04579834,0.7056221
W_6x_DoorWindow_Large,-3.5,1,9.5,0,1,0,-4.371139E-08
TableScreen_E_Glass (4),-13.5,1,13.5,0.5,-0.5,-0.5,-0.5
W_3x (9),-12.5,1,21.5,0,1,0,-4.371139E-08
Area Light (39),-10.49,3.85,26.03,0.7071068,0,0,0.7071068
W_3x (8),-2,1,36.5,0,0.7071068,0,0.7071068
TableScreen_E (7),-8.5,1,12.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Phone (2),-8.642,1.771,35.649,-0.3988269,0.5838982,0.5838981,0.398827
Plant_Inside_Large (1),-0.839816,1,15.62441,0.7071068,0,0,-0.7071068
Toilet_Door,3.5,1,34,-0.5,-0.5,-0.5,0.5
Door_Toilet_ParentMain,3.5,1,33.5,0,1,0,-4.371139E-08
Door_Toilet_Parent,3.5,1,34,0,1,0,-4.371139E-08
Airventilation_3x (9),2.5,4,1,0.7071068,0,0,-0.7071068
Spotlight (9),7.11,3.48,24.971,0.7071068,0,0,0.7071068
Lamp_Desk,-11.79968,1.82,12.73532,-0.6347051,0.311688,0.3116879,0.6347052
CeilingHang01,21.5,4,40.5,-5.958834E-08,-0.02338976,1.394139E-09,-0.9997265
ExitSign_A,21.5,4,40.5,0,-0.02338976,0,-0.9997265
Area Light (28),-4.07,3.85,7,0.7071068,0,0,0.7071068
Floor_4x2,-16.5,1,21.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Folder02,5.793833,2.0223,36.07906,2.980232E-08,-0.706871,-4.414518E-08,-0.7073427
Couch_1seat (8),-19.918,9.005,21.359,0.6921998,-0.1444284,-0.1444283,-0.6921997
CeilingLamp_Embed (22),-1,4,7,0.7071068,0,0,-0.7071068
WhiteBoard_Walll (1),-14.3739,2.676,32.174,0,0.7071068,0,0.7071068
Floor_4x2 (2),-16.5,12,21.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Airventilation_3x (2),8.5,4,26.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
W_6x (26),4.5,1,0,0,0.7071068,0,0.7071068
Pen,-9.077571,1.9006,12.62223,-0.09550801,-0.006769333,-0.07515827,0.9925643
Mug_WithPens (4),-12.92868,1.775,32.48751,-0.7071068,0,0,0.7071068
Pencil,-12.9119,1.8712,32.49933,0.03439686,0.03652695,-0.07872605,0.995633
Pen,-12.9181,1.8556,32.47023,-0.09550801,-0.006769333,-0.07515827,0.9925643
WhiteBoard_Walll,13.3739,2.626,31.429,0,0.7071068,0,-0.7071068
Door_Metal_Gray_Parent,31.554,1,43,0,0,0,1
Door_Metal_Gray,31.554,1,43,0.5,-0.5,-0.5,-0.5
Door_Metal_Gray_ParentMain,31.5,1,43.5,0,0,0,1
Lamp_Spot (1),-14.408,3.531,33.147,0,0.7071068,0,-0.7071068
TableScreen_C_Glass (1),-7.891,1,33.861,0.7071068,0,0,-0.7071068
Drawer_A,24.43,1,29.187,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Metal_Drawer_SeparateDrawers,24.43,1,29.187,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Drawer_C,24.43,1,29.187,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Drawer_B,24.43,1,29.01,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
AirventilationGrid_B (8),-17.021,16.005,31.012,0.7071068,0,0,-0.7071068
CeilingLamp_Embed (21),-7.5,4,23,0.7071068,0,0,-0.7071068
W_1x (2),-21,1,21.5,0,0.7071068,0,0.7071068
W_6x (21),-14.5,1,37,0,0.7071068,0,0.7071068
Lamps,0,0,0,0,0,0,1
Door_Toilet_Parent,4.371139E-08,1,29.5,0,1,0,-4.371139E-08
Door_Toilet_ParentMain,0,1,29,0,1,0,-4.371139E-08
Toilet_Door,4.371139E-08,1,29.5,-0.5,-0.5,-0.5,0.5
Lamp_SquareCeiling (4),0.5,4,33,-0.7071068,0,0,0.7071068
Pen,26.6931,1.775,25.77571,-0.6259443,0.3289283,0.3289283,0.6259443
Paper01 (1),-8.17972,1.82,13.25971,-0.3243547,0.6283265,0.6283264,0.3243545
CeilingLamp_Embed (40),-19.495,15.995,26,0.7071068,0,0,-0.7071068
W_Pilar_Small (4),20.376,3.753,50.376,0,0,0.7071068,-0.7071068
W_6x_DoorWindow_Large (1),7.5,1,27.5,0,0,0,1
AirventilationGrid_A (1),20,4,25,0.7071068,0,0,-0.7071068
Pencil (1),17.07487,1.901034,29.01432,-0.667856,-0.2323108,-0.2323108,0.667856
W_Pilar_Large (2),-6.5,1,4.5,0,0,0,1
Floor_12x4 (15),40.5,1,37,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Toilet,-1.91,1.374,28.898,0.5,-0.5,-0.5,-0.5
Floor_6x3 (12),-15,8,21.5,-0.5,-0.5,-0.5,0.5
W_6x (24),1,1,36,0,1,0,-4.371139E-08
Lamp_SquareCeiling (8),22,4,42,0.7071068,0,0,-0.7071068
AirventilationGrid_B (3),-18.487,12.006,24.004,0.7071068,0,0,-0.7071068
W_Pilar_Small (1),3.5,1,20,0,0,0,1
Lamp_Desk,-9.279,1.816,12.714,0.3973886,-0.584878,-0.584878,-0.3973886
CeilingLamp_Embed (25),-10.521,4,23,0.7071068,0,0,-0.7071068
W_Pilar_Large (17),29,1,34,0,0,0,1
W_6x_DoorDouble (3),-15.5,13,24.5,0,0.7071068,0,-0.7071068
Lamp_Fluorescent_A_Hang,22.01371,3.505886,55.02424,-0.7071068,0,0,0.7071068
Lamp_Fluorescent_A (4),22.013,3.502,55.022,-0.7071068,0,0,0.7071068
W_6x (3),3.5,1,12.5,0,0.7071068,0,-0.7071068
Lamp_SquareCeiling (8),-13.5,4,12,0.7071068,0,0,-0.7071068
Books (6),5.878,2.840019,36.101,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Flagpole_Wall (1),-15.6,5.703415,26.32,0.5,0.5,0.5,-0.5
CeilingLamp_Embed (2),2,4,17,0.7071068,0,0,-0.7071068
CeilingLamp_Embed (33),-17.487,7.992,26,0.7071068,0,0,-0.7071068
Lamp_SquareCeiling (6),-13.5,4,18,0.7071068,0,0,-0.7071068
Floor_6x2 (3),0,4,27.5,0.5,-0.5,-0.5,-0.5
Floors_Floor1,0,0,0,0,0,0,1
CeilingLamp_Embed (47),-17.981,15.995,29.027,0.7071068,0,0,-0.7071068
PC (1),-2.979,1.770937,34.915,-0.5883179,0.3922782,0.3922781,0.5883179
Area Light (18),-11.556,3.849,31.956,0.7071068,0,0,0.7071068
W_6x (7),-2.5,1,31,0,0.7071068,0,-0.7071068
W_1x (6),-21,13,21.5,0,0.7071068,0,0.7071068
CeilingLamp,1.498,4,30.533,0,0.9999646,0,0.008416319
Door_Metal_Gray,-5,1,-0.4999999,0,-0.7071068,-0.7071068,0
Door_Metal_Gray_ParentMain,-4.5,1,-0.5,0,0.7071068,0,0.7071068
Door_Metal_Gray_Parent,-5,1,-0.4999999,0,0.7071068,0,0.7071068
Painting_G,-18.04851,2.809188,20.605,-0.7071068,0,0,0.7071068
Lamp_Fluorescent_A (2),13.652,3.748,24.92,-0.5,-0.5,-0.5,0.5
CeilingLamp (4),-5.027795,3.91746,36.05616,0.5000001,0.5000001,0.5000001,-0.5000001
AirventilationGrid_B (9),-17.015,16.005,30.013,0.7071068,0,0,-0.7071068
Floor_6x3 (6),-2,1,30.5,0.7071068,0,0,-0.7071068
Spotlight (20),-12.37,3.911,24.462,0.7071068,0,0,0.7071068
Lamp_Fluorescent_C_Hang,16.58271,3.490505,30.00224,-0.7071068,0,0,0.7071068
Lamp_Fluorescent_B,11.376,3.495,31.397,-0.5016936,0.4983007,0.4983008,0.5016935
W_3x (4),4.5,1,36.5,0,0.7071068,0,0.7071068
WindowBlinds_D,-15.964,3.419,18.503,0.5,-0.5,-0.5,-0.5
Box_Cardboard (1),28.008,1.860102,28.979,-0.4917919,-0.5080756,-0.5080755,0.4917919
WaterSprinklerPipe_3x (18),-9,4,22.25,-0.5,-0.5,-0.5,0.5
MetalShelf_Signle (1),28.149,3.178,33.91653,0,1,0,-4.371139E-08
W_6x (36),13.5,1,42.5,0,0.7071068,0,0.7071068
CardboardBox01 (3),28.114,3.203,34.155,-0.7071068,0,0,0.7071068
Toilet (1),35.604,1.389,33.597,-0.7071068,6.181725E-08,6.181725E-08,0.7071068
Desk,21.04,0.9999992,29.603,-0.01402531,-0.7069678,-0.7069678,0.01402533
WaterSprinklerPipe_3x (7),18,4,35,-0.5,-0.5,-0.5,0.5
WaterSprinklerPipe_3x (5),12,4,35,-0.5,-0.5,-0.5,0.5
W_6x (38),31.5,1,33.5,0,0,0,1
Mouse (6),-9.679832,1.772414,32.68935,-0.2631014,-0.6563366,-0.6563364,0.2631015
Toilet (3),34.085,1.389,33.597,-0.7071068,6.181725E-08,6.181725E-08,0.7071068
LCD_ScreenSOLO_1 (2),20.007,3.205,23.043,-0.7071068,6.181725E-08,6.181725E-08,0.7071068
Area Light (32),26.097,3.352,26.113,0.5,0.5,-0.5,0.5
Folder02,-7.009275,1.9333,34.2726,4.237516E-08,0.7580596,-1.192093E-07,-0.6521853
CeilingLamp_Embed (20),-7.5,4,26,0.7071068,0,0,-0.7071068
W_6x_Door (1),1.5,1,27.5,0,1,0,-4.371139E-08
Flagpole_Wall,3.35318,1.34,9.080622,0.5,0.5,0.5,-0.5
AirventilationGrid_A (14),20,4,43,0.7071068,0,0,-0.7071068
Floor_4x2 (2),-16.5,9,21.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Urinal (3),30.109,1.975996,33.6261,-0.7071068,0,0,0.7071068
CeilingLamp (7),-5.027795,3.91746,30.04116,0.5000001,0.5000001,0.5000001,-0.5000001
Floor_12x4 (16),40.5,1,41,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Plant_Inside_Small,-11.78188,1.82,13.01686,-0.7071068,0,0,0.7071068
CeilingLamp (5),-5.027795,3.91746,34.01016,0.5000001,0.5000001,0.5000001,-0.5000001
Door_Toilet_ParentMain,32.5,1,35.5,0,0.7071068,0,0.7071068
Toilet_Door,32,1,35.5,0,-0.7071068,-0.7071068,0
Door_Toilet_Parent,32,1,35.5,0,0.7071068,0,0.7071068
Plant_Inside_Large (1),-18.7026,9,21.02009,-0.7071068,0,0,0.7071068
Lamp_Fluorescent_C_Hang,16.58271,3.490505,28.00324,-0.7071068,0,0,0.7071068
Airventilation_3x (2),-14,4,36,0.5,-0.5,-0.5,-0.5
Floor_12x4 (2),-16,1,17.5,0.7071068,0,0,-0.7071068
Floors_Floor2,0,0,0,0,0,0,1
W_Pilar_Large (1),13.5,1,22.5,0,0,0,1
Painting_Diploma,-15.49955,2.808645,21.605,0.7071068,0,0,-0.7071068
Floor_6x2 (2),2,4,27.5,0.5,-0.5,-0.5,-0.5
TableScreen_E (8),-12.5,1,12.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Box_Black (1),28.006,1.177,32.726,-0.5088243,0.4910171,0.4910171,0.5088243
Trashcan_Metal (7),13.912,1,27.757,0.7071068,0,0,-0.7071068
Trashcan (5),-9.32,1,31.34931,0.5,0.5,0.5,-0.5
WindowBlinds_B,-0.536,3.699,16.623,-0.5,-0.5,-0.5,0.5
Pen,10.88635,1.78,31.28747,-0.17639,0.684753,0.6847529,0.17639
Metal_Drawer (1),13.203,1,28.161,-0.5,-0.5,-0.5,0.5
Lamp_SquareCeiling (13),11,4,34,-0.7071068,0,0,0.7071068
Floor_6x3,7.5,1,27.5,-0.5,-0.5,-0.5,0.5
Floor_6x3 (10),-2,4,27.5,0.7071068,0,0,-0.7071068
Painting_C,3.3739,2.558,10.367,-0.5,-0.5,-0.5,0.5
Paper02,17.045,1.901034,28.842,-0.6632432,-0.2451703,-0.2451703,0.6632432
Keyboard (6),-9.858,1.761,33.003,-0.2727882,-0.65237,-0.65237,0.2727881
Pen (1),11.839,1.78,31.938,0.3754274,0.5992115,0.5992115,-0.3754273
PaperBag01,21.69192,1.901034,29.4674,-0.7071068,0,0,0.7071068
Leather_Bench (1),22.616,1,23.967,0.5,0.5,0.5,-0.5
AirventilationGrid_B (9),-9.5,4,14,0.7071068,0,0,-0.7071068
CeilingLamp (8),-11.5478,3.91746,30.03716,0.5000001,0.5000001,0.5000001,-0.5000001
WaterSprinkler (12),-10.985,4,24.5,0.7071068,0,0,-0.7071068
MetalShelf_Open,14.39972,1,43.42,-0.7071068,0,0,0.7071068
Floor_12x2,-12,1,25.5,0.7071068,0,0,-0.7071068
MetalCabinet (2),13.886,0.993,32.35188,0.5,-0.5,-0.5,-0.5
Door_L,14.10819,2.243114,32.97603,-0.6970731,-0.1186981,-0.118698,0.697073
Door_R,14.10819,2.243114,31.72728,0.3800536,-0.5962879,-0.5962879,-0.3800536
W_6x_Window_MiniDouble (4),13.5,1,22.5,0,1,0,-4.371139E-08
Floor_12x4 (18),28.5,4,33.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Chair_LeatherOffice (1),10.32805,1,31.42146,0.5,-0.5000001,-0.5000001,-0.5
Chair_LeatherOffice (2),10.32805,1,32.49345,-0.5,0.5,0.5,0.5
Chair_LeatherOffice (4),12.25205,1,31.42146,-0.4751258,-0.5236941,-0.5236941,0.4751258
Table_MeetingWithChairs,11.427,1,31.389,0.5,-0.5,-0.5,-0.5
Chair_LeatherOffice,10.32805,1,30.22646,-0.5,0.5,0.5,0.5
Chair_LeatherOffice (5),12.25205,1,30.22646,-0.5049318,-0.4950191,-0.4950192,0.5049318
Chair_LeatherOffice (3),12.25205,1,32.49345,0.5,0.5,0.5,-0.5
Flagpole_Wall,-15.6,5.703415,22.73687,0.5,0.5,0.5,-0.5
Closet_Metal (4),-2.917,1,28.374,-0.5,-0.5,-0.5,0.5
Closet_Door_R,-3.200348,2.015545,29.12462,-0.5,-0.5,-0.5,0.5
Closet_Door_L,-3.201,2.015526,27.61716,-0.5,-0.5,-0.5,0.5
Couch_1seat (4),3.007,1,16.427,-0.5,-0.5,-0.5,0.5
Floor_6x3,7.5,1,33.5,0.7071068,0,0,-0.7071068
CeilingLamp (1),-8.008795,3.91746,31.98916,-0.5000001,-0.5000001,-0.5000001,0.5000001
Floor_6x3 (10),-15,4,21.5,-0.5,-0.5,-0.5,0.5
Lamp_Fluorescent_C (1),20.5,3.5,30,-0.7071068,0,0,0.7071068
WaterSprinklerPipe_3x,3,4,9.5,0.7071068,0,0,-0.7071068
FileFolder (1),25.89022,1.533,28.64441,0.05993104,0.7045625,0.7045625,-0.05993106
Dresser_A_WithBooks (1),25.81,1,28.915,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Books,25.32123,1.5346,28.63072,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
FileFolder,25.70823,1.533,28.66442,0.05993104,0.7045625,0.7045625,-0.05993106
Books (1),26.30023,1.5346,28.63072,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
CeilingLamp_Embed (39),-17.487,11.992,22.99,0.7071068,0,0,-0.7071068
Pencil,-9.07137,1.9162,12.65133,0.03439686,0.03652695,-0.07872605,0.995633
CeilingLamp_Embed (19),-4.5,4,26,0.7071068,0,0,-0.7071068
Books (5),5.249,2.840019,36.101,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Door_Wooden_Black,7,1,27.5,-0.5000001,-0.5,-0.5,0.5000001
Door_Wooden_Black_Parent,7,1,27.5,0,1,0,-1.192093E-07
Door_Wooden_Black_ParentMain,7.5,1,27.5,0,0.7071068,0,0.7071068
Lamp_Desk (1),17.6104,1.901034,29.93094,-0.688643,-0.1605332,-0.1605332,0.688643
Area Light (12),-5.043,3.849,31.956,0.7071068,0,0,0.7071068
W_6x (44),31.5,1,40,0,1,0,-4.371139E-08
Painting_F,3.896,2.913,30.502,-0.5,-0.5,-0.5000001,0.4999999
Door_Wooden_Black_Parent,-15.453,5,23.5,0,0,0,1
Door_Wooden_Black_ParentMain,-15.453,5,24,0,0,0,1
Door_Wooden_Black,-15.453,5,23.5,0.5,-0.5,-0.5,-0.5
File_Papers (2),-8.587,2.345,38.513,-0.4468291,0.5480363,0.5480363,0.4468291
Table_Flag,-8.872,1.856,38.489,0.4872088,0.5124721,0.512472,-0.4872089
File_Papers (5),-9.038,2.849,38.724,0.5280762,0.4702505,0.4702505,-0.5280762
Folder01,-7.773635,2.511701,38.61382,-0.01137674,0.7362853,0.006837741,0.6765412
File_Papers,-8.41,1.8636,38.513,-0.4468291,0.5480363,0.5480363,0.4468291
Folder01,-8.144235,2.0251,38.61382,-0.01137674,0.7362853,0.006837741,0.6765412
FolderHolder_WithFiles (1),-7.724401,2.346601,38.61,0.4924639,-0.5074243,-0.5074244,-0.4924639
FolderHolder_WithFiles,-8.095,1.86,38.61,0.4924639,-0.5074243,-0.5074244,-0.4924639
File_Papers (1),-8.875,2.849,38.513,-0.4181037,0.5702538,0.5702538,0.4181037
Bookshelf (2),-8.241,1,38.867,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Books,-7.650999,1.861004,38.636,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Folder02,-7.728568,2.508901,38.61406,2.980232E-08,-0.706871,-4.414518E-08,-0.7073427
Books (6),-8.42,2.84,38.636,-0.7071068,0,0,0.7071068
Paper02,-8.655,1.861,38.618,-0.04400279,0.7057364,0.7057364,0.04400275
Books (2),-8.934,2.358,38.636,-0.7071068,0,0,0.7071068
Folder02,-9.08,1.87,38.588,-0.03109383,-0.7064229,-0.7064229,0.03109383
File_Papers (4),-7.390999,2.342,38.7313,0.5263706,0.472159,0.472159,-0.5263706
Books (3),-8.22,2.358008,38.636,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
File_Papers (3),-7.546,2.342,38.7313,0.4926359,0.5072573,0.5072574,-0.4926359
Folder02,-8.099167,2.0223,38.61406,2.980232E-08,-0.706871,-4.414518E-08,-0.7073427
Folder01 (1),-8.23094,2.025,38.61407,0.08104873,0.7318994,-0.07805951,0.6720576
Folder01,-9.083,1.903,38.59611,-0.7008982,0.04189986,-0.0481142,0.7104023
Folder01 (1),-7.86034,2.5116,38.61407,0.08104873,0.7318994,-0.07805951,0.6720576
Books (5),-7.768999,2.840019,38.636,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Folder02,5.619833,2.508901,36.07906,2.980232E-08,-0.706871,-4.414518E-08,-0.7073427
WaterSprinkler (1),-12,4,31,0.7071068,0,0,-0.7071068
Lamp_Fluorescent_A_Hang,7.116,3.625,24.92,-0.5,-0.5,-0.5,0.5
TableScreen_A,-8.473,1,28.688,-0.5,-0.5,-0.5,0.5
Files_Drawer (1),9.427,1,36.045,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Pen,11.39549,1.8606,32.07172,-0.09550801,-0.006769333,-0.07515827,0.9925643
Mug_WithPens (1),11.38491,1.78,32.089,-0.7071068,0,0,0.7071068
Pencil,11.40169,1.8762,32.10082,0.03439686,0.03652695,-0.07872605,0.995633
Props,0,0,0,0,0,0,1
Roofs_Floor1,0,0,0,0,0,0,1
LCD_Screen_1,-4.44501,1.815,12.94499,-0.7071068,2.002716E-05,2.002716E-05,0.7071068
Water_Dispenser,3.181072,0.9975948,12.57756,-0.5000001,-0.5000001,-0.5000001,0.5000001
Water_Dispenser,3.198,1,12.575,0,0.7071068,0,-0.7071068
Water_DispenserMUG,3.053741,1.618604,12.57003,-0.5000001,-0.5000001,-0.5000001,0.5000001
Trashcan_Metal (4),3.524,1,28.638,0.7071068,0,0,-0.7071068
Area Light (40),-13.52,3.85,22.97,0.7071068,0,0,0.7071068
Metal_Drawer,-6,1,21.195,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Floor_12x4 (9),28.5,1,29.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
W_2x_glass_A (4),3,1,4.5,0.7071068,0,0,-0.7071068
Files_Drawer (4),13.95666,1.789,29.349,0.5,-0.5,-0.5,-0.5
Table_OfficeCorner_WithProps_A,-8.968,1,33.979,0,1,0,-1.629207E-07
Floor_12x4 (19),28.5,4,37.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08
Chair_LeatherOffice,27.025,1,26.238,-0.5,-0.5,-0.5,0.5
Sticker01,13.6261,2.842559,35.63549,-0.1430729,3.794748E-09,2.725327E-08,0.9897122
Sticker02,13.6261,2.809736,35.29084,-0.00878174,1.656037E-08,-1.041662E-09,0.9999615
Paper02,13.6261,2.246273,35.26076,1.545431E-08,-1.545431E-08,-0.7071068,0.7071067
Sticker03,13.6261,2.266788,35.64096,0,0,0,1
CorkBoard,13.6261,2.435006,35.20742,0,0,0,1
Paper,13.6261,2.556725,34.91748,0.04187432,0.04187436,-0.7058659,0.7058658
Area Light (38),-13.52,3.85,26.03,0.7071068,0,0,0.7071068
Floor_12x2 (5),16.5,4,39.5,-0.5,-0.5,-0.5,0.5
MousePad (6),-9.661309,1.770453,32.65136,-0.6531675,0.270873,0.270873,0.6531675
Area Light (24),-7.469,3.85,11.989,0.7071068,0,0,0.7071068
Sound_Aircon (1),18.098,3.853,32.08,0,0,0,1
Toilet_Door,4.371139E-08,1,32.5,-0.1128205,-0.6980484,-0.6980484,0.1128205
Door_Toilet_ParentMain,0,1,32,0,1,0,-4.371139E-08
Door_Toilet_Parent,4.371139E-08,1,32.5,0,0.8108688,0,0.5852278
